,size,total_sqft,bath,price
4793,2,947.0,2.0,43.0
4794,2,1120.0,2.0,40.0
4795,3,2700.0,3.0,200.0
4796,3,1805.0,2.0,75.0
4797,2,1100.0,2.0,93.0
4798,3,1677.0,3.0,98.0
4799,3,1560.0,3.0,74.0
4800,3,2060.0,3.0,150.0
4801,3,1716.0,2.0,115.0
4802,3,1864.0,3.0,140.0
4803,2,937.0,2.0,30.0
4804,3,1490.0,2.0,115.0
4805,2,1100.0,2.0,37.0
4806,2,1000.0,2.0,48.53
4807,2,1060.0,2.0,37.0
4808,2,1047.0,2.0,91.0
4809,2,1200.0,2.0,80.0
4810,3,1420.0,2.0,75.0
4811,3,1539.0,3.0,85.0
4812,3,1550.0,3.0,59.0
4813,3,1555.0,3.0,82.0
4814,3,1553.0,3.0,68.0
4815,2,920.0,2.0,26.0
4816,3,1740.0,3.0,120.0
4817,3,1855.0,3.0,145.0
4818,3,1724.0,3.0,146.0
4819,2,1020.0,2.0,60.0
4820,3,1250.0,2.0,50.0
4821,3,1450.0,3.0,75.0
4822,2,1200.0,2.0,80.0
4823,2,1140.0,2.0,58.0
4824,3,1450.0,3.0,44.0
4825,2,700.0,2.0,35.07
4826,3,1200.0,3.0,56.0
4827,2,1050.0,2.0,45.0
4828,3,1600.0,3.0,69.0
4829,3,1625.0,2.0,75.0
4830,2,1492.0,2.0,65.0
4831,3,1489.0,2.0,82.0
4832,3,1560.0,2.0,62.38
4833,2,1140.0,2.0,42.0
4834,3,1431.0,3.0,65.0
4835,3,1682.0,3.0,114.0
4836,2,1198.0,2.0,86.26
4837,3,3664.0,3.0,325.0
4838,3,1550.0,2.0,69.75
4839,2,1026.0,2.0,45.0
4840,3,1260.0,2.0,52.0
4841,2,690.0,2.0,42.0
4842,3,2400.0,3.0,120.0
4843,2,1200.0,2.0,79.55
4844,3,1186.0,2.0,40.0
4845,2,1039.0,2.0,39.5
4846,3,2520.0,3.0,150.0
4847,2,1225.0,2.0,66.5
4848,2,1350.0,2.0,72.0
4849,3,1550.0,2.0,49.6
4850,3,1490.0,3.0,79.0
4851,3,1520.0,3.0,111.0
4852,3,1391.0,2.0,64.5
4853,2,1200.0,2.0,50.0
4854,2,1322.0,2.0,80.0
4855,3,2173.0,3.0,128.0
4856,2,1200.0,2.0,75.0
4857,2,1200.0,2.0,47.0
4858,2,1170.0,2.0,65.0
4859,2,1125.0,2.0,45.56
4860,2,1250.0,2.0,90.0
4861,2,1025.0,2.0,27.68
4862,3,1075.0,2.0,36.0
4863,3,1900.0,2.0,190.0
4864,3,1435.0,3.0,45.0
4865,2,1175.0,2.0,64.98
4866,3,1464.0,3.0,56.0
4867,2,900.0,2.0,33.0
4868,2,1220.0,2.0,42.0
4869,3,2145.0,3.0,180.0
4870,2,960.0,2.0,58.0
4871,2,1210.0,2.0,74.0
4872,2,1230.0,2.0,70.0
4873,3,1350.0,2.0,75.0
4874,2,1150.0,2.0,58.0
4875,3,1404.0,2.0,53.35
4876,2,1050.0,2.0,48.0
4877,2,1285.0,2.0,56.0
4878,2,1018.0,2.0,50.8
4879,3,1200.0,3.0,57.0
4880,2,1115.0,2.0,50.0
4881,3,1600.0,3.0,95.0
4882,2,1480.0,2.0,80.0
4883,3,1435.0,3.0,53.0
4884,3,1590.0,2.0,85.0
4885,2,936.0,2.0,40.2
4886,2,1181.0,2.0,75.0
4887,3,1741.0,3.0,80.0
4888,3,1750.0,3.0,123.0
4889,2,1050.0,2.0,42.7
4890,2,1027.0,2.0,60.0
4891,3,1600.0,3.0,70.0
4892,2,1000.0,2.0,60.0
4893,2,1120.0,2.0,44.24
4894,2,1200.0,2.0,85.0
4895,2,1200.0,2.0,35.0
4896,3,1570.0,3.0,110.0
4897,3,1500.0,3.0,135.0
4898,2,1140.0,2.0,33.84
4899,2,1105.0,2.0,90.0
4900,2,1200.0,2.0,34.65
4901,2,1185.0,2.0,50.0
4902,2,1083.0,2.0,100.0
4903,3,1458.0,3.0,60.0
4904,3,1555.0,3.0,75.0
4905,2,1200.0,2.0,45.0
4906,2,1308.0,2.0,58.86
4907,2,1024.0,2.0,44.0
4908,2,1194.0,2.0,47.0
4909,3,1450.0,3.0,75.0
4910,3,1639.0,3.0,120.0
4911,3,1870.0,3.0,138.0
4912,2,1232.0,2.0,87.0
4913,2,975.0,2.0,24.86
4914,3,2000.0,4.0,130.0
4915,2,1230.0,2.0,79.0
4916,2,1076.0,2.0,67.0
4917,3,995.0,2.0,34.82
4918,3,2120.0,3.0,177.0
4919,2,1096.0,2.0,40.55
4920,2,1107.83,2.0,41.51
4921,2,1320.0,2.0,115.0
4922,3,1431.5,3.0,72.02
4923,2,1320.0,2.0,99.26
4924,3,2901.0,4.0,190.0
4925,3,1315.0,2.0,65.0
4926,2,1000.0,2.0,44.0
4927,3,1596.0,3.0,79.8
4928,3,1750.0,3.0,130.0
4929,3,1350.0,3.0,47.25
4930,2,1175.0,2.0,79.0
4931,2,921.0,2.0,29.47
4932,3,1713.0,3.0,125.0
4933,2,1200.0,2.0,43.0
4934,3,1900.0,4.0,90.0
4935,3,1664.0,3.0,68.0
4936,3,1795.0,3.0,139.0
4937,2,1240.0,2.0,65.0
4938,3,1965.0,4.0,132.0
4939,2,1200.0,2.0,59.76
4940,2,1112.0,2.0,68.0
4941,2,1136.0,2.0,64.5
4942,2,914.0,2.0,55.0
4943,3,1270.0,2.0,50.79
4944,2,1050.0,2.0,47.25
4945,3,1385.0,2.0,68.5
4946,2,990.0,2.0,35.0
4947,2,845.0,2.0,43.0
4948,2,1485.0,2.0,96.51
4949,3,1460.0,2.0,43.79
4950,2,1450.0,2.0,57.0
4951,3,1360.0,2.0,53.0
4952,2,1375.0,2.0,58.0
4953,2,1125.0,2.0,48.0
4954,3,1460.0,2.0,100.0
4955,2,1107.0,2.0,40.0
4956,2,1158.0,2.0,75.0
4957,2,800.0,1.0,30.0
4958,3,1760.0,3.0,128.0
4959,3,1350.0,3.0,60.0
4960,2,1125.0,2.0,32.49
4961,3,1706.0,3.0,154.0
4962,3,1600.0,3.0,112.0
4963,2,1200.0,2.0,90.0
4964,3,1755.0,3.0,101.0
4965,2,1200.0,2.0,50.0
4966,2,1200.0,2.0,67.0
4967,2,1266.67,2.0,69.0
4968,3,1800.0,3.0,90.0
4969,3,1300.0,3.0,64.0
4970,2,1029.5,2.0,50.855
4971,2,1128.0,2.0,40.0
4972,2,2000.0,2.0,160.0
4973,2,1210.0,2.0,80.0
4974,2,1151.0,2.0,39.0
4975,3,1464.0,3.0,56.0
4976,2,1017.0,2.0,27.0
4977,2,920.0,2.0,40.0
4978,3,1750.0,3.0,86.5
4979,2,1163.0,2.0,65.0
4980,3,1650.0,3.0,110.0
4981,3,1800.0,3.0,95.0
4982,2,1100.0,2.0,58.0
4983,2,1200.0,2.0,60.0
4984,3,1410.0,3.0,65.0
4985,3,1933.0,3.0,98.0
4986,2,1200.0,2.0,45.6
4987,3,1608.0,2.0,63.0
4988,2,1156.0,2.0,46.9
4989,2,1230.0,2.0,75.0
4990,3,1777.26,3.0,105.0
4991,2,1339.0,2.0,85.0
4992,3,3044.0,3.0,183.0
4993,2,1080.0,2.0,44.8
4994,2,2400.0,2.0,135.0
4995,3,1450.0,3.0,72.0
4996,2,1075.0,2.0,53.0
4997,3,1163.0,2.0,62.0
4998,2,1200.0,2.0,65.0
4999,2,1299.0,2.0,100.0
5000,2,1130.0,2.0,32.63
5001,2,1170.0,2.0,75.0
5002,3,2195.0,2.0,152.0
5003,2,1140.0,2.0,43.32
5004,3,1900.0,3.0,125.0
5005,2,1090.0,2.0,31.48
5006,2,1110.0,2.0,39.95
5007,2,1089.0,2.0,60.0
5008,2,880.0,2.0,48.0
5009,2,1080.0,2.0,32.0
5010,2,1093.0,2.0,68.1
5011,3,1480.0,3.0,75.48
5012,3,1703.0,3.0,125.0
5013,2,1200.0,2.0,60.0
5014,3,1690.0,3.0,116.0
5015,2,1305.0,2.0,78.0
5016,3,1257.0,2.0,40.22
5017,2,1150.0,2.0,45.0
5018,2,1194.0,2.0,55.0
5019,3,2000.0,3.0,90.0
5020,3,1500.0,4.0,99.0
5021,2,1025.0,2.0,42.5
5022,2,980.0,2.0,38.19
5023,3,1200.0,2.0,100.0
5024,3,2225.0,3.0,149.0
5025,2,1022.0,2.0,57.0
5026,2,1153.0,2.0,45.0
5027,2,1175.0,2.0,60.0
5028,3,1560.0,3.0,68.0
5029,2,1350.0,3.0,55.0
5030,2,1200.0,2.0,76.0
5031,2,1200.0,1.0,54.0
5032,2,800.0,2.0,25.0
5033,3,1320.0,2.0,55.44
5034,2,1275.0,2.0,73.0
5035,2,1215.0,2.0,43.13
5036,2,1130.0,2.0,45.2
5037,3,1444.0,2.0,71.5
5038,2,950.0,2.0,38.0
5039,2,1000.0,1.0,90.0
5040,3,1240.0,2.0,59.52
5041,2,1231.0,2.0,50.0
5042,2,1300.0,2.0,120.0
5043,3,1713.0,3.0,110.0
5044,2,1200.0,2.0,53.33
5045,3,3004.0,4.0,158.0
5046,3,1310.0,2.0,46.0
5047,2,790.0,2.0,49.5
5048,3,1605.0,3.0,100.0
5049,2,1250.0,2.0,82.0
5050,3,1260.0,2.0,76.0
5051,2,1180.0,2.0,56.0
5052,3,1255.0,2.0,50.19
5053,2,1025.0,2.0,53.9
5054,3,1877.0,4.0,150.0
5055,3,1649.0,3.0,150.0
5056,3,1542.0,3.0,98.0
5057,2,1418.0,2.0,105.0
5058,2,1012.0,2.0,42.0
5059,2,1200.0,2.0,65.0
5060,2,1115.0,2.0,43.0
5061,3,1680.0,4.0,95.0
5062,2,1171.0,2.0,72.0
5063,2,1027.0,2.0,68.62
5064,3,1700.0,3.0,75.0
5065,2,1090.0,2.0,38.15
5066,2,1232.0,2.0,74.0
5067,2,766.0,2.0,28.0
5068,3,1452.0,2.0,41.0
5069,3,1254.0,2.0,65.0
5070,3,1593.0,3.0,118.0
5071,2,1333.0,2.0,77.27
5072,3,1100.0,3.0,110.0
5073,3,1375.0,2.0,54.99
5074,3,1650.0,3.0,82.0
5075,3,1430.0,2.0,51.48
5076,2,940.0,2.0,54.0
5077,2,1160.0,2.0,36.54
5078,3,1500.0,2.0,77.5
5079,3,1890.0,2.0,100.0
5080,2,1050.0,2.0,70.0
5081,2,1027.0,2.0,43.0
5082,3,1495.0,2.0,61.28
5083,3,3000.0,4.0,235.0
5084,3,1459.0,2.0,95.0
5085,3,1711.0,3.0,85.61
5086,2,1250.0,2.0,98.0
5087,2,875.0,2.0,57.0
5088,2,1334.0,2.0,67.0
5089,2,1140.0,2.0,32.92
5090,2,1115.0,2.0,50.0
5091,3,2072.0,4.0,160.0
5092,2,920.0,2.0,39.0
5093,2,778.0,2.0,25.29
5094,3,1631.0,3.0,80.0
5095,3,1395.0,3.0,82.0
5096,3,2000.0,3.0,105.0
5097,2,1232.0,2.0,66.0
5098,2,1075.0,2.0,55.0
5099,2,1205.0,2.0,70.0
5100,3,1179.0,2.0,55.0
5101,2,1013.0,2.0,51.0
5102,2,1160.0,2.0,40.6
5103,2,1200.0,2.0,62.5
5104,3,1255.0,2.0,50.19
5105,2,1069.0,2.0,55.0
5106,3,1200.0,3.0,99.0
5107,2,1065.0,2.0,55.0
5108,2,1395.0,2.0,75.0
5109,3,1725.0,2.0,165.0
5110,2,1007.0,2.0,43.0
5111,3,1436.0,2.0,55.0
5112,3,1645.0,3.0,117.0
5113,2,1200.0,2.0,58.0
5114,2,940.0,2.0,43.61
5115,2,1194.0,2.0,47.0
5116,3,1829.0,3.0,125.0
5117,2,1000.0,2.0,60.0
5118,3,5720.0,3.0,350.0
5119,2,675.0,1.0,15.0
5120,2,1390.0,2.0,95.0
5121,3,1500.0,3.0,104.0
5122,3,2047.0,3.0,136.0
5123,2,1202.0,2.0,79.0
5124,2,1012.0,2.0,59.0
5125,3,2132.0,3.0,80.0
5126,2,1331.0,2.0,88.0
5127,2,1200.0,2.0,69.0
5128,3,1280.0,2.0,49.0
5129,2,1007.0,2.0,62.0
5130,3,1370.0,2.0,61.0
5131,2,925.0,2.0,35.0
5132,2,1500.0,2.0,75.0
5133,2,1341.0,2.0,95.0
5134,3,1350.0,2.0,47.25
5135,2,992.0,2.0,60.0
5136,2,1163.0,2.0,68.0
5137,2,1229.0,2.0,70.0
5138,2,600.0,2.0,39.0
5139,2,1219.0,2.0,61.26
5140,3,1525.0,2.0,99.13
5141,2,1147.0,2.0,60.0
5142,3,1412.0,2.0,88.0
5143,2,1044.0,2.0,34.77
5144,2,1190.0,2.0,63.0
5145,3,1240.0,2.0,65.0
5146,3,1352.0,3.0,65.0
5147,2,1100.0,2.0,55.0
5148,3,1330.0,2.0,39.9
5149,3,1700.0,3.0,111.0
5150,2,1355.0,2.0,67.0
5151,2,1200.0,2.0,46.0
5152,2,1342.0,2.0,70.0
5153,3,1615.0,3.0,50.87
5154,2,1340.0,2.0,65.0
5155,2,1200.0,2.0,54.0
5156,2,1080.0,2.0,52.0
5157,2,1200.0,2.0,34.0
5158,3,2700.0,3.0,150.0
5159,3,1780.0,3.0,110.0
5160,3,1605.0,3.0,65.0
5161,2,1200.0,2.0,80.0
5162,2,900.0,2.0,49.0
5163,3,1830.0,3.0,88.0
5164,3,1230.0,2.0,31.37
5165,2,1065.0,2.0,42.59
5166,3,900.0,2.0,65.0
5167,2,946.0,2.0,45.0
5168,3,1711.0,3.0,110.0
5169,2,950.0,2.0,25.65
5170,3,1656.0,3.0,80.0
5171,2,1075.0,2.0,46.76
5172,3,1752.12,3.0,133.0
5173,3,1540.0,3.0,85.0
5174,3,1665.0,3.0,110.0
5175,2,1145.0,2.0,54.0
5176,2,1185.0,2.0,41.0
5177,3,1693.0,3.0,125.0
5178,3,2456.0,3.0,220.0
5179,2,1155.0,2.0,40.6
5180,3,1610.0,2.0,64.4
5181,3,1200.0,3.0,56.58
5182,3,1709.0,3.0,80.0
5183,3,1400.0,2.0,50.0
5184,2,1200.0,2.0,42.0
5185,3,1439.0,3.0,57.23
5186,2,1375.0,2.0,72.0
5187,3,1200.0,2.0,75.0
5188,2,1315.0,2.0,75.0
5189,2,1500.0,2.0,40.0
5190,2,1178.0,2.0,82.0
5191,3,1430.0,3.0,59.0
5192,3,1400.0,2.0,65.8
5193,2,1093.0,2.0,72.0
5194,2,1200.0,2.0,45.0
5195,3,2210.0,3.0,156.0
5196,2,1150.0,2.0,70.0
5197,3,1435.0,2.0,60.0
5198,2,1173.0,2.0,78.2
5199,2,1140.0,2.0,39.0
5200,3,1717.0,3.0,120.0
5201,2,1325.0,2.0,65.0
5202,3,1370.0,3.0,67.0
5203,2,1025.0,2.0,90.0
5204,3,1409.0,2.0,62.0
5205,2,1200.0,2.0,52.0
5206,2,1200.0,2.0,53.5
5207,3,1740.0,4.0,130.0
5208,2,1232.0,2.0,88.0
5209,2,1200.0,2.0,36.0
5210,2,1250.0,2.0,50.0
5211,3,1065.0,2.0,42.59
5212,2,1225.0,2.0,65.0
5213,2,1067.0,2.0,52.0
5214,3,1364.0,2.0,56.0
5215,3,1750.0,3.0,75.0
5216,2,1240.0,2.0,71.0
5217,2,1200.0,2.0,75.0
5218,3,1540.0,3.0,75.0
5219,3,1504.0,2.0,102.0
5220,2,1116.0,2.0,49.8
5221,3,2365.0,4.0,175.0
5222,2,1308.0,2.0,37.0
5223,2,864.0,2.0,45.0
5224,3,1069.0,2.0,38.0
5225,2,1333.0,2.0,100.0
5226,3,1698.0,3.0,107.0
5227,3,1275.0,2.0,43.6
5228,2,1060.0,2.0,48.0
5229,2,1160.0,2.0,49.0
5230,3,1484.0,2.0,65.0
5231,2,1310.0,2.0,66.0
5232,3,2145.0,3.0,165.0
5233,3,1693.0,3.0,125.0
5234,3,1230.0,3.0,60.0
5235,3,1310.0,2.0,37.83
5236,2,1150.0,2.0,60.0
5237,3,1385.0,2.0,66.5
5238,2,1066.0,2.0,52.5
5239,3,2293.0,3.0,80.26
5240,3,1625.0,3.0,92.0
5241,2,1246.0,2.0,67.4
5242,2,1000.0,2.0,70.65
5243,2,907.0,2.0,38.0
5244,3,1395.0,2.0,79.0
5245,2,1180.0,2.0,50.0
5246,2,1175.0,2.0,47.0
5247,2,1272.0,2.0,51.5
5248,3,1490.0,2.0,92.0
5249,2,1144.0,2.0,67.0
5250,2,1143.0,2.0,53.0
5251,3,2500.0,3.0,190.0
5252,2,1216.0,2.0,75.0
5253,2,1044.0,2.0,60.0
5254,2,1352.0,3.0,93.0
5255,3,1552.0,3.0,75.0
5256,3,1785.0,3.0,120.0
5257,2,810.0,2.0,34.5
5258,3,1650.0,3.0,51.98
5259,3,1595.0,3.0,70.39
5260,2,1060.0,2.0,35.0
5261,3,1410.0,2.0,65.0
5262,3,1523.0,2.0,56.0
5263,3,1591.0,3.0,122.0
5264,3,1640.0,3.0,84.0
5265,3,1305.0,2.0,60.0
5266,3,1590.0,3.0,54.0
5267,2,1240.0,2.0,45.0
5268,2,1200.0,2.0,54.0
5269,2,1100.0,2.0,41.16
5270,2,1115.0,2.0,50.0
5271,2,845.0,2.0,33.0
5272,3,1310.0,2.0,45.0
5273,2,959.0,2.0,42.5
5274,2,883.0,2.0,37.0
5275,2,1050.0,2.0,55.5
5276,2,1390.0,2.0,70.21
5277,3,1280.0,2.0,69.0
5278,3,1614.0,3.0,95.0
5279,2,1000.0,2.0,58.0
5280,2,1196.0,2.0,57.9
5281,3,1220.0,3.0,57.0
5282,2,950.0,2.0,31.95
5283,2,1141.0,2.0,55.0
5284,2,1200.0,2.0,51.0
5285,3,1380.0,2.0,55.0
5286,2,855.0,2.0,32.0
5287,2,922.0,2.0,36.0
5288,2,1200.0,2.0,43.2
5289,3,1240.0,2.0,65.0
5290,2,1070.0,2.0,42.0
5291,2,1293.0,2.0,75.0
5292,3,1380.0,2.0,50.0
5293,3,1599.0,3.0,80.0
5294,2,967.0,2.0,41.1
5295,3,1885.0,3.0,90.0
5296,2,860.0,2.0,65.5
5297,2,1050.0,2.0,63.5
5298,3,1595.0,3.0,88.0
5299,2,1350.0,2.0,102.0
5300,2,1204.0,2.0,45.0
5301,2,1035.0,2.0,49.0
5302,2,1000.0,2.0,29.95
5303,3,1457.0,3.0,85.0
5304,2,1194.0,2.0,47.0
5305,2,1100.0,2.0,66.0
5306,3,1655.0,3.0,120.0
5307,3,1691.2,3.0,115.0
5308,2,1215.0,2.0,46.1
5309,2,1155.0,2.0,50.125
5310,3,1639.0,3.0,129.0
5311,3,1685.0,3.0,135.0
5312,2,1100.0,2.0,38.0
5313,3,2122.0,3.0,125.0
5314,2,1050.0,2.0,47.0
5315,2,1230.0,2.0,45.0
5316,3,1240.0,3.0,60.0
5317,3,1252.0,2.0,65.0
5318,3,1374.0,2.0,88.0
5319,3,1355.0,3.0,83.87
5320,2,1040.0,2.0,45.0
5321,2,1350.0,2.0,68.0
5322,3,2400.0,3.0,135.0
5323,3,1560.0,3.0,90.0
5324,2,1151.0,2.0,43.16
5325,3,1360.0,2.0,47.59
5326,2,1250.0,2.0,60.0
5327,3,1110.0,2.0,29.97
5328,2,1015.0,2.0,50.0
5329,3,1351.0,2.0,78.0
5330,2,960.0,2.0,50.0
5331,2,1110.0,2.0,52.0
5332,3,1680.0,3.0,72.0
5333,3,2400.0,3.0,180.0
5334,3,1350.0,3.0,48.6
5335,2,1254.0,2.0,47.0
5336,3,1255.0,3.0,115.0
5337,2,1051.0,2.0,61.0
5338,2,1099.0,2.0,65.0
5339,3,2650.0,4.0,199.0
5340,2,1541.0,2.0,130.0
5341,3,1200.0,3.0,70.0
5342,2,1125.0,2.0,45.0
5343,3,1650.0,3.0,85.0
5344,3,1320.0,3.0,60.0
5345,3,1500.0,3.0,74.0
5346,2,1180.0,2.0,70.0
5347,2,1010.0,2.0,50.0
5348,2,1070.0,2.0,38.0
5349,3,1580.0,3.0,105.0
5350,3,2000.0,3.0,165.0
5351,3,1920.0,3.0,130.0
5352,3,1200.0,2.0,76.0
5353,2,1040.0,2.0,45.0
5354,3,1430.0,2.0,90.0
5355,3,1215.0,2.0,52.85
5356,3,1564.0,3.0,105.0
5357,2,750.0,2.0,58.0
5358,2,1200.0,2.0,60.0
5359,2,1128.0,2.0,48.79
5360,2,1200.0,2.0,44.4
5361,3,2750.0,3.0,260.0
5362,3,1650.0,3.0,105.0
5363,2,1200.0,2.0,55.0
5364,2,985.0,2.0,42.0
5365,3,1475.0,2.0,63.0
5366,3,3450.0,5.0,348.0
5367,3,1157.0,2.0,53.99
5368,2,900.0,2.0,35.0
5369,2,1030.0,2.0,60.0
5370,2,1000.0,2.0,46.0
5371,3,1570.0,2.0,65.94
5372,2,1283.0,2.0,68.0
5373,2,1200.0,2.0,52.0
5374,3,2400.0,2.0,180.0
5375,3,1250.0,2.0,68.75
5376,2,990.0,2.0,37.62
5377,2,1199.0,2.0,85.0
5378,2,1280.0,2.0,90.0
5379,2,1190.0,2.0,55.0
5380,2,1100.0,2.0,60.0
5381,3,2075.0,3.0,175.0
5382,2,1133.0,2.0,55.0
5383,2,1280.0,2.0,69.0
5384,3,1250.0,3.0,65.0
5385,3,1565.0,2.0,49.3
5386,3,1900.0,3.0,65.0
5387,2,1080.0,2.0,45.0
5388,3,1335.0,2.0,87.0
5389,2,1246.0,2.0,67.3
5390,3,3496.5,2.0,237.5
5391,3,1385.0,3.0,55.0
5392,3,1578.0,3.0,73.9
5393,2,1140.0,2.0,46.0
5394,3,1700.0,3.0,79.9
5395,2,1120.0,2.0,70.0
5396,2,1116.0,2.0,51.89
5397,3,1480.0,3.0,95.0
5398,2,1000.0,2.0,50.0
5399,2,1145.0,2.0,46.0
5400,2,800.0,1.0,32.0
5401,2,1265.0,2.0,83.0
5402,3,1700.0,3.0,88.2
5403,2,1475.0,2.0,70.0
5404,2,1265.0,2.0,55.0
5405,2,1200.0,2.0,58.0
5406,3,2180.0,3.0,210.0
5407,2,1080.0,2.0,50.0
5408,3,2023.0,4.0,130.0
5409,2,2400.0,2.0,125.0
5410,3,1545.0,2.0,66.0
5411,3,1804.0,3.0,166.0
5412,3,1350.0,2.0,58.0
5413,2,1108.0,2.0,74.23
5414,3,1730.0,3.0,115.0
5415,3,1427.0,2.0,70.0
5416,2,935.0,2.0,35.53
5417,2,1073.0,2.0,31.77
5418,2,960.0,2.0,37.0
5419,3,2215.0,4.0,150.0
5420,2,1125.0,2.0,32.49
5421,2,1230.0,2.0,55.0
5422,2,1438.0,2.0,89.0
5423,2,1080.0,2.0,75.0
5424,3,1200.0,3.0,125.0
5425,2,1200.0,1.0,103.0
5426,3,1590.0,3.0,58.0
5427,3,1350.0,3.0,68.0
5428,3,1400.0,2.0,48.0
5429,3,1560.0,2.0,72.0
5430,3,2274.24,4.0,160.0
5431,3,1484.0,3.0,74.18
5432,3,1455.0,2.0,55.0
5433,3,2280.0,4.0,184.0
5434,2,1351.0,2.0,74.0
5435,3,1223.0,2.0,42.81
5436,3,1430.0,2.0,61.0
5437,3,1310.0,2.0,37.83
5438,2,984.0,2.0,55.0
5439,3,1770.0,3.0,100.0
5440,2,1447.0,2.0,75.97
5441,2,1140.0,2.0,60.0
5442,2,1170.0,2.0,34.0
5443,2,1160.0,2.0,46.39
5444,2,1296.0,2.0,89.0
5445,3,1570.0,3.0,80.0
5446,3,1495.0,2.0,65.0
5447,3,1530.0,2.0,67.0
5448,3,1800.0,3.0,70.0
5449,2,1088.0,2.0,48.0
5450,3,1533.0,3.0,98.18
5451,2,1100.0,2.0,68.0
5452,3,1540.0,3.0,90.0
5453,2,1244.0,3.0,48.0
5454,2,1040.0,2.0,68.59
5455,2,1260.0,2.0,39.69
5456,2,1180.0,2.0,41.3
5457,2,1245.0,2.0,100.0
5458,3,1350.0,3.0,75.0
5459,3,1464.0,3.0,56.0
5460,2,920.0,2.0,60.0
5461,2,1124.0,2.0,30.35
5462,2,1100.0,2.0,71.42
5463,2,1019.0,2.0,58.0
5464,3,1756.0,3.0,128.0
5465,3,1280.0,3.0,50.0
5466,3,1700.0,3.0,150.0
5467,3,2134.0,4.0,118.0
5468,2,1369.1,2.0,98.0
5469,3,2515.0,4.0,155.0
5470,3,2215.0,4.0,154.0
5471,3,1440.0,3.0,72.0
5472,3,1186.0,2.0,55.33
5473,3,1350.0,2.0,47.24
5474,3,1800.0,3.0,140.0
5475,3,1600.0,3.0,79.0
5476,2,1000.0,2.0,35.0
5477,3,1305.0,2.0,59.0
5478,3,1740.0,3.0,150.0
5479,2,900.0,2.0,90.0
5480,2,1567.0,3.0,140.0
5481,3,1082.0,2.0,45.5
5482,2,1050.0,2.0,80.0
5483,2,1200.0,2.0,56.0
5484,3,3500.0,4.0,185.0
5485,2,1220.0,2.0,52.0
5486,3,1970.0,3.0,164.0
5487,3,1749.0,3.0,120.0
5488,2,1260.0,2.0,108.0
5489,2,1170.0,2.0,120.0
5490,3,1670.0,3.0,75.0
5491,3,2264.0,3.0,168.0
5492,2,1100.0,2.0,55.0
5493,2,674.0,1.0,19.9
5494,2,1125.0,2.0,65.0
5495,2,1125.0,2.0,44.5
5496,2,700.0,2.0,29.0
5497,3,1300.0,2.0,75.0
5498,3,1600.0,3.0,83.0
5499,3,1052.0,2.0,60.0
5500,2,1130.0,2.0,36.0
5501,3,2200.0,3.0,220.0
5502,3,1500.0,2.0,63.0
5503,3,1350.0,3.0,47.25
5504,3,1230.0,2.0,52.0
5505,3,1520.0,2.0,85.0
5506,2,1040.0,2.0,61.0
5507,3,1300.0,2.0,67.0
5508,2,1140.0,2.0,51.2
5509,3,1225.0,3.0,33.08
5510,3,1600.0,3.0,150.0
5511,3,1890.0,4.0,125.0
5512,2,1050.0,2.0,34.0
5513,3,1458.0,2.0,62.0
5514,3,1970.0,3.0,160.0
5515,3,1808.0,4.0,80.0
5516,2,1007.0,2.0,67.0
5517,2,1105.0,2.0,50.0
5518,3,1700.0,3.0,150.0
5519,2,1170.0,2.0,50.0
5520,2,1080.0,2.0,45.0
5521,3,1150.0,2.0,62.0
5522,2,1200.0,2.0,57.9
5523,2,1200.0,2.0,54.0
5524,3,1656.0,3.0,75.0
5525,2,1040.0,2.0,50.0
5526,2,1085.0,2.0,33.7
5527,3,1215.0,2.0,49.75
5528,2,1210.0,2.0,77.0
5529,2,1050.0,2.0,55.0
5530,3,1920.0,3.0,150.0
5531,3,1250.0,2.0,50.0
5532,2,947.55,2.0,80.0
5533,2,1421.0,2.0,90.0
5534,3,1425.0,2.0,74.31
5535,2,1162.0,2.0,58.0
5536,2,914.0,2.0,32.0
5537,2,1258.0,2.0,58.0
5538,3,1537.0,2.0,70.0
5539,3,1230.0,2.0,53.51
5540,3,2250.0,3.0,200.0
5541,2,950.0,2.0,32.0
5542,3,1282.0,2.0,48.72
5543,2,1304.0,2.0,111.0
5544,3,2100.0,3.0,200.0
5545,3,1220.0,2.0,49.0
5546,3,1636.0,3.0,85.0
5547,3,1415.0,3.0,65.0
5548,3,1728.0,3.0,125.0
5549,3,1680.0,3.0,125.0
5550,2,1495.0,2.0,83.0
5551,3,2501.0,3.0,138.0
5552,3,2002.0,3.0,120.0
5553,3,3200.0,3.0,260.0
5554,2,1200.0,2.0,70.0
5555,3,1942.0,3.0,90.0
5556,3,1522.5,2.0,60.75
5557,3,1450.0,3.0,90.0
5558,2,1039.0,2.0,50.0
5559,2,1210.0,2.0,80.0
5560,2,995.0,1.0,24.88
5561,3,1620.0,3.0,90.0
5562,3,3408.0,3.0,260.0
5563,2,1314.0,2.0,55.0
5564,2,945.0,2.0,33.0
5565,3,1374.0,3.0,72.0
5566,3,1603.0,3.0,113.0
5567,3,1230.0,2.0,52.0
5568,3,2500.0,3.0,100.0
5569,3,1625.0,2.0,54.0
5570,2,1186.0,2.0,55.0
5571,2,770.0,1.0,39.9
5572,2,1085.0,2.0,45.0
